ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
rLtXML8Y5wo,0,10,"/m/0395lw,/m/04rlf","['low quality', 'shimmering bells melody', 'metallic impact', 'noisy', 'haunting']",The low quality recording features a shimmering bell melody that sounds haunting. There is a metallic impact. The recording sounds very noisy as it was probably recorded with a bad quality microphone.,4,True,True
rNJ0C44bOac,30,40,"/m/02y_763,/m/04gxbd,/m/04rlf","['low quality audio', 'synth music', 'programmed percussion', 'beeping sounds', 'bass']","This clip features low quality audio. A synth plays the main melody. The bass plays the root notes of the chords. This is accompanied by programmed percussion playing a simple beat. A constant beep is heard in the foreground, which doubles in tempo at the end of the clip. The instruments cannot be heard clearly due to the beeping sound over the instruments.",0,True,True
rNKJXwMz9XQ,10,20,"/m/032n05,/m/04rlf","['fading out strings', 'wide deep water sound effect', 'tinny shimmering bells', 'jingle', 'dolphin sound effect', 'acoustic rhythm guitar', 'punchy kick']","The jingle features a dolphin and deep water sound effects, followed by fading out strings and tinny shimmering bells. At the very end of the loop, there is a snippet of acoustic rhythm guitar and kick hits. The Sound effects are moving left-right throughout the stereo image. It sounds like something to use as an intro.",4,False,True
rNUtYf6EdW8,470,480,"/m/028v0c,/m/04rlf,/t/dd00037","['low quality', 'classical', 'intense', 'suspenseful', 'dramatic', 'suspenseful brass melody', 'sustained strings', 'dynamic low percussion roll']","The low quality recording features a classical song that consists of a suspenseful brass melody, sustained strings and dynamic low percussion roll. It sounds suspenseful, dramatic and intense.",4,False,False
rOOBAGxxjBk,10,20,"/m/01kcd,/m/04fq5q,/m/04rlf,/m/04szw,/m/07c6l","['instrumental', 'fast tempo', 'brass band', 'tuba', 'wind instruments', 'wood wind', 'acordion', 'trombone', 'trumpet', 'saxophone', 'melodious harmony', 'pleasant harmonious', 'cheerful', 'happy', 'merry', 'classical']","This music is a lively instrumental. The tempo is fast with the charming harmony of trumpet, saxophone, tuba and a rhythmic accordion accompaniment. The music is fresh, spirited,lively, pleasant, merry, cheerful, charming and entertaining. This music is a classical piece.",7,False,False
rPAB0ymJGco,140,150,"/m/04rlf,/m/07qqyl4","['heavy metal', 'sound effects', 'roar', 'dinosaur', 'distorted electric guitar', 'acoustic drums', 'loud', 'extreme', 'violent']",This is a loud heavy metal piece that is played as a soundtrack for a video game with sound effects of fire and a dinosaur roaring in the beginning. There is a distorted electric guitar playing a simple tune while loud acoustic drums provide a heavy metal beat as the rhythmic background. The theme has a very violent feel to it.,9,True,True
rTBQmP6Vt0g,10,20,"/m/04rlf,/m/0l156b","['instrumental', 'distorted audio', 'drums', 'dance music', 'wind instrument harmony', 'congas', 'electric guitar harmony', 'keyboard accompaniment', 'cajun', 'lively', 'spirited', 'dance music', 'muddled audio', 'chatter of people']","This song is an instrumental. The tempo is medium fast with enthusiastic drumming, congas and canon rhythm,electronic guitar harmony, keyboard accompaniment and a wind instrument playing a melodious harmony. There is the sound of chattering in the background. The audio is of inferior quality and muddled. The song is energetic, spirited and melodic with a catchy dance groove.",7,True,True
rUIGOcQMaSE,40,50,"/m/04rlf,/m/0dwt5","['corporate music', 'wide plucked strings', 'simple bells', 'punchy roomy kick', 'soft rimshot', 'jingle', 'instrumental', 'shimmering tambourine', 'outro', 'happy', 'fun', 'uplifting']","The Corporate instrumental contains wide plucked strings, simple bells, punchy, roomy kick hits and soft rimshots. At the very end of the video there is a shimmering tambourine. Judging by the silence at the end, it could be said that this is an outro of the jingle. It sounds happy, fun and uplifting, like any corporate sound should sound like.",4,True,True
rVymW4Nb4NU,0,10,"/m/04rlf,/m/07pp_mv","['low quality', 'noisy', 'hip hop', 'stuttering dj scratching sound effect', 'alarm beeping', 'mono']","The low quality recording features an alarm beeping sound effect, after which the hip hop song starts playing and it has a stuttering DJ scratching sound effect. The recording is noisy and in mono.",4,False,True
rW5YKFsiWM8,50,60,"/m/085jw,/m/0l14j_","['hindustaani music', 'flute solo', 'bansuri', 'meditational', 'devotional music', 'fusion music', 'slow tempo', 'keyboards accompaniment', 'tabla percussion', 'instrumental  music', 'slow tempo po', 'traditional indian instruments', 'soulful', 'romantic passionate', 'range of emotions', 'live performance', 'live audience', 'youtube music video', 'healing', 'heartfelt', 'sitar accompaniment']","The song is an instrumental. The tempo is slow with an Indian flute or bansuri playing soulfully to the keyboard accompaniment, sitar accompaniment and a tabla player waiting to join in. The music is soulful and emotional. The audio quality is poor.",1,False,False
rWitVrXe5tg,40,50,"/m/04rlf,/t/dd00033","['low quality', 'ambient classical', 'melancholic', 'sad', 'sustained string chords', 'slow arpeggiated guitar melody', 'smooth bass', 'emotional']","The low quality recording features an ambient classical song that consists of sustained strings, chords, slow arpeggiated guitar melody and smooth bass. It sounds sad, melancholic and emotional.",4,True,True
r_KdRKquXsM,170,180,"/m/01kcd,/m/0319l,/m/07c6l,/m/07gql","['brass performance', 'trumpets', 'bass horns', 'slow tempo']",This audio contains a composition played by brass instruments such as trumpets playing a melody in the higher range along with a deeper horn and a bass horn. This song may be playing at a theater presenting this composition.,6,False,False
r_TgaHCsYB0,30,40,"/m/011k_j,/m/04rlf","['timpani', 'percussion', 'grand', 'regal']",This is a clip of a piece on the timpani orchestral percussion instruments. The drummer repeats the same motif twice. The sound of the drums is regal and grand.,3,True,True
raM8Lp0aGCk,30,40,"/m/04rlf,/m/04szw,/m/07kc_,/m/0l14qv","['synth pop', 'analog synthesizer', 'theremin', 'uptempo', 'warm', 'soft sounding']",Someone is playing soft and warm sounding chords on an analog synthesizer slowly opening up a filter letting higher frequencies pass. Someone is playing a melody along on a theremin. Both are playing in the mid to higher range. This song may be playing live.,6,False,False
rfQ94EXIpTc,30,40,"/m/0326g,/m/04rlf","['instrumental', 'slow tempo', 'cello', 'whistling', 'resonator guitar', 'acoustic guitar', 'simple melody', 'people talking in background', 'busking', 'minimalist', 'soft', 'mellow', 'captivating', 'serene']","This music is a pleasant instrumental. The music is slow tempo with a soft cello and guitar duet with a whistle melody. The song is mellow, soothing, calming , dulcet, warm and relaxing in contrast to the background noises of people talking and walking. The musicians are buskers.",7,True,True
rfa-iUp5UQc,50,60,"/m/0326g,/m/0342h,/m/04rlf,/m/04szw,/m/06w87,/m/07s0s5r,/m/0fx80y","['country', 'country guitar', 'acoustic guitar', 'slide guitar', 'acoustic guitar arpeggio', 'tambourine', 'live recording', 'intricate guitar playing']",This is an intricate country guitar performance. The guitarist plays slide guitar. The playing is complex. There is a tambourine as a percussive element on every beat. It's a live recording.,3,True,True
rfah0bhmYkc,30,40,"/m/02sgy,/m/04rlf,/m/0g12c5,/t/dd00033","['electric guitar lead', 'distorted tones', 'experimental', 'playing alone', 'guitar practice routine', 'no percussion instrumentation', 'goofing around', 'instrumental music', 'playing rhythmically', 'guitar overtones', 'no', 'percussion instruments', 'jarring tones', 'bell tones', 'rock music', 'exciting', 'spirited', 'rebellious', 'aggressive', 'no other instrumentation', 'medium tempo', 'hard metal']",The song is an instrumental. The song is medium tempo with an overdriven guitar playing a jarring lead in rhythmic fashion and guitar over tones that sound like bell tones. The song is aggressive and experimental. The song is a modern rock intro.,1,True,True
rgWm0-a0kAo,30,40,"/m/02v2lh,/m/04rlf,/m/0m0jc","['instrumental', 'electronic', 'lounge', 'ambient synth', 'electric guitar', 'electronic drums', 'chill', 'trippy']",This is an instrumental lounge music piece. There is a vague melody with reverberations of an ambient synth and occasional chord strumming from an electric guitar. The electronic drum hits are spread out at a low tempo. The general feeling of this song is chill yet also trippy at the same time. This piece could be used in a technological device release video. It could also be used in scenery shots in a movie or a TV show.,9,True,True
rh2D2OSxyw0,30,40,"/m/01hgjl,/m/04rlf,/m/07qb_dv","['low quality', 'reverberant', 'punchy snare', 'groovy bass', 'aggressive vinyl scratching', 'uptempo']","The low quality recording features an uptempo song, that consists of groovy bass and punchy kick and snare hits, being aggressively scratched by a DJ. It is very reverberant, as the sound diffuses and reflects in the space that the DJ is playing.",4,False,True
rnuGOQ-aSjs,80,90,"/m/0239kh,/m/026t6,/m/03t3fj,/m/0l14md","['solo percussion', 'congas', 'cowbells', 'timbales', 'latin', 'complex rhythms']","Solo latin percussion music featuring congas, cowbells, and timbales, performing complex rhythms.",8,False,False
rrAIuGMTqtA,260,270,"/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00125","['electric guitar', 'sustained chord strum', 'blues licks', 'chord ringing out', 'bright blues lick']","This is a recording of an electric guitar, first with a chord being strummed and allowed to ring out, then with licks being played. The guitarist plays a blues lick with the guitar producing a clean and compressed tone.",3,False,False
rsCQ1PIGcm0,70,80,"/m/04cvmfc,/m/04rlf","['low quality recording', 'animal sounds', 'grunting sounds', 'gunshot sounds', 'machine gun', 'no lyrics', 'organ sound']",This low quality recording begins with an organ chord and an animal grunting sound at a mid range pitch. This is followed by the sound of a machine gun and the sound of an animal grunting again. There are no other musical instruments in this clip.,0,True,True
rsvHQCTgHvg,30,40,"/m/02cjck,/m/04rlf,/t/dd00032","['cinematic/digital orchestra', 'strings', 'flute', 'bass', 'timpani', 'cymbals', 'poorer audio-quality', 'medium to uptempo']",This song contains a lot of digital orchestra instruments. Celli is playing a short bowed stroke chord providing rhythm along with  other cello sounds being picked in the mid range. A flute is playing a melody on top. Other string instruments are playing a plucked arpeggio melody. While timpani and cymbals are adding hits. The instruments are spread across both sides of the speakers. This song may be playing in an arcade/adventure video game.,6,True,True
s1QeDT7jqHQ,30,40,"/m/01kcd,/m/0319l","['low quality', 'multiple layers', 'french horn melody', 'passionate', 'soulful', 'muddy']","The low quality recording features multiple layers of french horn melodies. It sounds passionate, a bit muddy and soulful.",4,False,False
s1c8RF7lKv0,50,60,"/m/064t9,/m/07pws3f","['fans cheering', 'live recording', 'low audio quality', 'teens screaming', 'introductory music', 'celebratory intro music', 'orchestral walk-on music']","Here we have a live recording of a song intro which is likely played by an orchestra. We hear vibrant brass instruments which create an air of importance about the moment. In the background, there are hundreds or thousands of fans screaming, and we hear a teen screaming really close to the recording device. The audio quality is low.",3,False,False
s1eMgmzCMDM,110,120,"/m/04rlf,/m/05r6t,/m/06by7,/m/07pt_g0","['low quality audio', 'instruments not audible', 'too much noise']",This low quality audio features too much noise. The instruments are not audible due to the noise.,0,False,False
s2GctT6NuyQ,30,40,"/m/0155w,/m/04rlf","['amateur recording', 'rock music', 'instrumental', 'electric guitar', 'guitar solo', 'bass guitar', 'piano', 'acoustic drums', 'groovy', 'hard', 'raw']",This is an amateur recording of a guitar solo for a rock music piece. The solo is being played on an overdriven electric guitar while the piano and the bass guitar in the backing track play the main tune. There is a 6/8 rock beat played on the acoustic drums for the rhythm section. There is a raw feel to it. The piece can be used to gather electric guitar samples to be used in beat-making.,9,True,True
